subno,loss,gain,response,condition,resp
1,10,32,waccept,"40.20",1
1,10,34,sreject,"40.20",0
1,10,36,sreject,"40.20",0
1,10,38,sreject,"40.20",0
1,10,40,sreject,"40.20",0
1,11,10,sreject,"40.20",0
1,11,12,sreject,"40.20",0
1,11,14,sreject,"40.20",0
1,11,16,sreject,"40.20",0
1,11,18,sreject,"40.20",0
1,11,20,wreject,"40.20",0
1,11,22,sreject,"40.20",0
1,11,24,waccept,"40.20",1
1,11,26,waccept,"40.20",1
1,11,28,sreject,"40.20",0
1,11,30,waccept,"40.20",1
1,11,32,sreject,"40.20",0
1,11,34,waccept,"40.20",1
1,11,36,wreject,"40.20",0
1,11,38,wreject,"40.20",0
1,11,40,wreject,"40.20",0
1,12,10,wreject,"40.20",0
1,12,12,sreject,"40.20",0
1,12,14,sreject,"40.20",0
1,12,16,wreject,"40.20",0
1,12,18,wreject,"40.20",0
1,12,20,sreject,"40.20",0
1,12,22,sreject,"40.20",0
1,12,24,waccept,"40.20",1
1,12,26,sreject,"40.20",0
1,12,28,sreject,"40.20",0
1,12,30,waccept,"40.20",1
1,12,32,waccept,"40.20",1
1,12,34,waccept,"40.20",1
1,12,36,sreject,"40.20",0
1,12,38,waccept,"40.20",1
1,12,40,sreject,"40.20",0
1,13,10,sreject,"40.20",0
1,13,12,sreject,"40.20",0
1,13,14,waccept,"40.20",1
1,13,16,waccept,"40.20",1
1,13,18,sreject,"40.20",0
1,13,20,wreject,"40.20",0
1,13,22,waccept,"40.20",1
1,13,24,sreject,"40.20",0
1,13,26,sreject,"40.20",0
1,13,28,sreject,"40.20",0
1,13,30,sreject,"40.20",0
1,13,32,waccept,"40.20",1
1,13,34,waccept,"40.20",1
1,13,36,wreject,"40.20",0
1,13,38,sreject,"40.20",0
1,13,40,waccept,"40.20",1
1,14,10,sreject,"40.20",0
1,14,12,sreject,"40.20",0
1,14,14,wreject,"40.20",0
1,14,16,waccept,"40.20",1
1,14,18,wreject,"40.20",0
1,14,20,wreject,"40.20",0
1,14,22,waccept,"40.20",1
1,14,24,sreject,"40.20",0
1,14,26,wreject,"40.20",0
1,14,28,waccept,"40.20",1
1,14,30,sreject,"40.20",0
1,14,32,sreject,"40.20",0
1,14,34,sreject,"40.20",0
1,14,36,sreject,"40.20",0
1,14,38,wreject,"40.20",0
1,14,40,sreject,"40.20",0
1,15,10,sreject,"40.20",0
1,15,12,waccept,"40.20",1
1,15,14,wreject,"40.20",0
1,15,16,waccept,"40.20",1
1,15,18,sreject,"40.20",0
1,15,20,wreject,"40.20",0
1,15,22,sreject,"40.20",0
1,15,24,sreject,"40.20",0
1,15,26,sreject,"40.20",0
1,15,28,waccept,"40.20",1
1,15,30,sreject,"40.20",0
1,15,32,sreject,"40.20",0
1,15,34,sreject,"40.20",0
1,15,36,waccept,"40.20",1
1,15,38,sreject,"40.20",0
1,15,40,sreject,"40.20",0
1,16,10,sreject,"40.20",0
1,16,12,waccept,"40.20",1
1,16,14,waccept,"40.20",1
1,16,16,sreject,"40.20",0
1,16,18,waccept,"40.20",1
1,16,20,sreject,"40.20",0
1,16,22,sreject,"40.20",0
1,16,24,sreject,"40.20",0
1,16,26,sreject,"40.20",0
1,16,28,sreject,"40.20",0
1,16,30,sreject,"40.20",0
1,16,32,waccept,"40.20",1
1,16,34,waccept,"40.20",1
1,16,36,sreject,"40.20",0
1,16,38,sreject,"40.20",0
1,16,40,sreject,"40.20",0
1,17,10,sreject,"40.20",0
1,17,12,sreject,"40.20",0
1,17,14,sreject,"40.20",0
1,17,16,wreject,"40.20",0
1,17,18,sreject,"40.20",0
1,17,20,waccept,"40.20",1
1,17,22,sreject,"40.20",0
1,17,24,wreject,"40.20",0
1,17,26,wreject,"40.20",0
1,17,28,sreject,"40.20",0
1,17,30,wreject,"40.20",0
1,17,32,sreject,"40.20",0
1,17,34,waccept,"40.20",1
1,17,36,wreject,"40.20",0
1,17,38,wreject,"40.20",0
1,17,40,wreject,"40.20",0
1,18,10,sreject,"40.20",0
1,18,12,wreject,"40.20",0
1,18,14,waccept,"40.20",1
1,18,16,sreject,"40.20",0
1,18,18,wreject,"40.20",0
1,18,20,sreject,"40.20",0
1,18,22,wreject,"40.20",0
1,18,24,sreject,"40.20",0
1,18,26,sreject,"40.20",0
1,18,28,waccept,"40.20",1
1,18,30,sreject,"40.20",0
1,18,32,waccept,"40.20",1
1,18,34,waccept,"40.20",1
1,18,36,sreject,"40.20",0
1,18,38,waccept,"40.20",1
1,18,40,wreject,"40.20",0
1,19,10,sreject,"40.20",0
1,19,12,waccept,"40.20",1
1,19,14,sreject,"40.20",0
1,19,16,waccept,"40.20",1
1,19,18,wreject,"40.20",0
1,19,20,wreject,"40.20",0
1,19,22,sreject,"40.20",0
1,19,24,sreject,"40.20",0
1,19,26,sreject,"40.20",0
1,19,28,wreject,"40.20",0
1,19,30,waccept,"40.20",1
1,19,32,waccept,"40.20",1
1,19,34,waccept,"40.20",1
1,19,36,sreject,"40.20",0
1,19,38,sreject,"40.20",0
1,19,40,sreject,"40.20",0
1,20,10,wreject,"40.20",0
1,20,12,wreject,"40.20",0
1,20,14,waccept,"40.20",1
1,20,16,sreject,"40.20",0
1,20,18,wreject,"40.20",0
1,20,20,waccept,"40.20",1
1,20,22,sreject,"40.20",0
1,20,24,sreject,"40.20",0
1,20,26,wreject,"40.20",0
1,20,28,sreject,"40.20",0
1,20,30,wreject,"40.20",0
1,20,32,sreject,"40.20",0
1,20,34,waccept,"40.20",1
1,20,36,waccept,"40.20",1
1,20,38,sreject,"40.20",0
1,20,40,sreject,"40.20",0
2,10,5,sreject,"20.40",0
2,10,6,sreject,"20.40",0
2,10,7,saccept,"20.40",1
2,10,8,saccept,"20.40",1
2,10,9,wreject,"20.40",0
2,10,10,sreject,"20.40",0
2,10,11,sreject,"20.40",0
2,10,12,sreject,"20.40",0
2,10,13,sreject,"20.40",0
2,10,14,sreject,"20.40",0
2,10,15,sreject,"20.40",0
2,10,16,saccept,"20.40",1
2,10,17,wreject,"20.40",0
2,10,18,wreject,"20.40",0
2,10,19,sreject,"20.40",0
2,10,20,wreject,"20.40",0
2,12,5,sreject,"20.40",0
2,12,6,sreject,"20.40",0
2,12,7,saccept,"20.40",1
2,12,8,saccept,"20.40",1
2,12,9,sreject,"20.40",0
2,12,10,saccept,"20.40",1
2,12,11,sreject,"20.40",0
2,12,12,wreject,"20.40",0
2,12,13,waccept,"20.40",1
2,12,14,sreject,"20.40",0
2,12,15,wreject,"20.40",0
2,12,16,wreject,"20.40",0
2,12,17,waccept,"20.40",1
2,12,18,wreject,"20.40",0
2,12,19,wreject,"20.40",0
2,12,20,sreject,"20.40",0
2,14,5,saccept,"20.40",1
2,14,6,wreject,"20.40",0
2,14,7,sreject,"20.40",0
2,14,8,sreject,"20.40",0
2,14,9,sreject,"20.40",0
2,14,10,wreject,"20.40",0
2,14,11,saccept,"20.40",1
2,14,12,sreject,"20.40",0
2,14,13,wreject,"20.40",0
2,14,14,sreject,"20.40",0
2,14,15,waccept,"20.40",1
2,14,16,wreject,"20.40",0
2,14,17,wreject,"20.40",0
2,14,18,sreject,"20.40",0
2,14,19,wreject,"20.40",0
2,14,20,saccept,"20.40",1
2,16,5,wreject,"20.40",0
2,16,6,sreject,"20.40",0
2,16,7,sreject,"20.40",0
2,16,8,sreject,"20.40",0
2,16,9,wreject,"20.40",0
2,16,10,sreject,"20.40",0
2,16,11,saccept,"20.40",1
2,16,12,wreject,"20.40",0
2,16,13,wreject,"20.40",0
2,16,14,waccept,"20.40",1
2,16,15,wreject,"20.40",0
2,16,16,sreject,"20.40",0
2,16,17,saccept,"20.40",1
2,16,18,wreject,"20.40",0
2,16,19,sreject,"20.40",0
2,16,20,wreject,"20.40",0
2,18,5,wreject,"20.40",0
2,18,6,wreject,"20.40",0
2,18,7,sreject,"20.40",0
2,18,8,wreject,"20.40",0
2,18,9,wreject,"20.40",0
2,18,10,sreject,"20.40",0
2,18,11,waccept,"20.40",1
2,18,12,wreject,"20.40",0
2,18,13,sreject,"20.40",0
2,18,14,sreject,"20.40",0
2,18,15,waccept,"20.40",1
2,18,16,wreject,"20.40",0
2,18,17,wreject,"20.40",0
2,18,18,wreject,"20.40",0
2,18,19,wreject,"20.40",0
2,18,20,wreject,"20.40",0
2,20,5,sreject,"20.40",0
2,20,6,sreject,"20.40",0
2,20,7,wreject,"20.40",0
2,20,8,saccept,"20.40",1
2,20,9,sreject,"20.40",0
2,20,10,sreject,"20.40",0
2,20,11,wreject,"20.40",0
2,20,12,sreject,"20.40",0
2,20,13,sreject,"20.40",0
2,20,14,saccept,"20.40",1
2,20,15,sreject,"20.40",0
2,20,16,wreject,"20.40",0
2,20,17,saccept,"20.40",1
2,20,18,sreject,"20.40",0
2,20,19,sreject,"20.40",0
2,20,20,wreject,"20.40",0
2,22,5,wreject,"20.40",0
2,22,6,sreject,"20.40",0
2,22,7,sreject,"20.40",0
2,22,8,sreject,"20.40",0
2,22,9,wreject,"20.40",0
2,22,10,wreject,"20.40",0
2,22,11,saccept,"20.40",1
2,22,12,sreject,"20.40",0
2,22,13,sreject,"20.40",0
2,22,14,sreject,"20.40",0
2,22,15,wreject,"20.40",0
2,22,16,saccept,"20.40",1
2,22,17,wreject,"20.40",0
2,22,18,sreject,"20.40",0
2,22,19,sreject,"20.40",0
2,22,20,wreject,"20.40",0
2,24,5,wreject,"20.40",0
2,24,6,wreject,"20.40",0
2,24,7,sreject,"20.40",0
2,24,8,waccept,"20.40",1
2,24,9,sreject,"20.40",0
2,24,10,sreject,"20.40",0
2,24,11,wreject,"20.40",0
2,24,12,sreject,"20.40",0
2,24,13,saccept,"20.40",1
2,24,14,sreject,"20.40",0
2,24,15,saccept,"20.40",1
2,24,16,waccept,"20.40",1
2,24,17,waccept,"20.40",1
2,24,18,saccept,"20.40",1
2,24,19,sreject,"20.40",0
2,24,20,waccept,"20.40",1
2,26,5,wreject,"20.40",0
2,26,6,sreject,"20.40",0
2,26,7,saccept,"20.40",1
2,26,8,waccept,"20.40",1
2,26,9,wreject,"20.40",0
2,26,10,wreject,"20.40",0
2,26,11,waccept,"20.40",1
2,26,12,sreject,"20.40",0
2,26,13,wreject,"20.40",0
2,26,14,sreject,"20.40",0
2,26,15,wreject,"20.40",0
2,26,16,sreject,"20.40",0
2,26,17,wreject,"20.40",0
2,26,18,saccept,"20.40",1
2,26,19,wreject,"20.40",0
2,26,20,waccept,"20.40",1
2,28,5,sreject,"20.40",0
2,28,6,saccept,"20.40",1
2,28,7,saccept,"20.40",1
2,28,8,wreject,"20.40",0
2,28,9,sreject,"20.40",0
2,28,10,waccept,"20.40",1
2,28,11,saccept,"20.40",1
2,28,12,sreject,"20.40",0
2,28,13,wreject,"20.40",0
2,28,14,wreject,"20.40",0
2,28,15,sreject,"20.40",0
2,28,16,wreject,"20.40",0
2,28,17,sreject,"20.40",0
2,28,18,saccept,"20.40",1
2,28,19,saccept,"20.40",1
2,28,20,wreject,"20.40",0
2,30,5,waccept,"20.40",1
2,30,6,wreject,"20.40",0
2,30,7,waccept,"20.40",1
2,30,8,sreject,"20.40",0
2,30,9,wreject,"20.40",0
2,30,10,wreject,"20.40",0
2,30,11,wreject,"20.40",0
2,30,12,sreject,"20.40",0
2,30,13,sreject,"20.40",0
2,30,14,wreject,"20.40",0
2,30,15,sreject,"20.40",0
2,30,16,sreject,"20.40",0
2,30,17,sreject,"20.40",0
2,30,18,sreject,"20.40",0
2,30,19,sreject,"20.40",0
2,30,20,waccept,"20.40",1
2,32,5,sreject,"20.40",0
2,32,6,sreject,"20.40",0
2,32,7,saccept,"20.40",1
2,32,8,sreject,"20.40",0
2,32,9,sreject,"20.40",0
2,32,10,waccept,"20.40",1
2,32,11,wreject,"20.40",0
2,32,12,saccept,"20.40",1
2,32,13,wreject,"20.40",0
2,32,14,saccept,"20.40",1
2,32,15,saccept,"20.40",1
2,32,16,saccept,"20.40",1
2,32,17,sreject,"20.40",0
2,32,18,sreject,"20.40",0
2,32,19,wreject,"20.40",0
2,32,20,sreject,"20.40",0
2,34,5,wreject,"20.40",0
2,34,6,wreject,"20.40",0
2,34,7,sreject,"20.40",0
2,34,8,wreject,"20.40",0
2,34,9,wreject,"20.40",0
2,34,10,wreject,"20.40",0
2,34,11,wreject,"20.40",0
2,34,12,saccept,"20.40",1
2,34,13,sreject,"20.40",0
2,34,14,wreject,"20.40",0
2,34,15,sreject,"20.40",0
2,34,16,sreject,"20.40",0
2,34,17,sreject,"20.40",0
2,34,18,sreject,"20.40",0
2,34,19,saccept,"20.40",1
2,34,20,sreject,"20.40",0
2,36,5,sreject,"20.40",0
2,36,6,wreject,"20.40",0
2,36,7,sreject,"20.40",0
2,36,8,saccept,"20.40",1
2,36,9,wreject,"20.40",0
2,36,10,wreject,"20.40",0
2,36,11,sreject,"20.40",0
2,36,12,sreject,"20.40",0
2,36,13,sreject,"20.40",0
2,36,14,wreject,"20.40",0
2,36,15,wreject,"20.40",0
2,36,16,wreject,"20.40",0
2,36,17,waccept,"20.40",1
2,36,18,sreject,"20.40",0
2,36,19,wreject,"20.40",0
2,36,20,waccept,"20.40",1
2,38,5,sreject,"20.40",0
2,38,6,sreject,"20.40",0
2,38,7,saccept,"20.40",1
2,38,8,saccept,"20.40",1
2,38,9,wreject,"20.40",0
2,38,10,sreject,"20.40",0
2,38,11,sreject,"20.40",0
2,38,12,sreject,"20.40",0
2,38,13,waccept,"20.40",1
2,38,14,saccept,"20.40",1
2,38,15,sreject,"20.40",0
2,38,16,sreject,"20.40",0
2,38,17,saccept,"20.40",1
2,38,18,wreject,"20.40",0
2,38,19,saccept,"20.40",1
2,38,20,sreject,"20.40",0
2,40,5,wreject,"20.40",0
2,40,6,sreject,"20.40",0
2,40,7,sreject,"20.40",0
2,40,8,wreject,"20.40",0
2,40,9,wreject,"20.40",0
2,40,10,waccept,"20.40",1
2,40,11,sreject,"20.40",0
2,40,12,sreject,"20.40",0
2,40,13,sreject,"20.40",0
2,40,14,waccept,"20.40",1
2,40,15,sreject,"20.40",0
2,40,16,sreject,"20.40",0
2,40,17,sreject,"20.40",0
2,40,18,wreject,"20.40",0
2,40,19,sreject,"20.40",0
2,40,20,sreject,"20.40",0
3,10,10,wreject,"40.40",0
3,10,12,waccept,"40.40",1
3,10,14,sreject,"40.40",0
3,10,16,sreject,"40.40",0
3,10,18,sreject,"40.40",0
3,10,20,sreject,"40.40",0
3,10,22,wreject,"40.40",0
3,10,24,sreject,"40.40",0
3,10,26,sreject,"40.40",0
3,10,28,sreject,"40.40",0
3,10,30,sreject,"40.40",0
3,10,32,sreject,"40.40",0
3,10,34,sreject,"40.40",0
3,10,36,sreject,"40.40",0
3,10,38,sreject,"40.40",0
3,10,40,sreject,"40.40",0
3,12,10,sreject,"40.40",0
3,12,12,sreject,"40.40",0
3,12,14,sreject,"40.40",0
3,12,16,sreject,"40.40",0
3,12,18,sreject,"40.40",0
3,12,20,sreject,"40.40",0
3,12,22,sreject,"40.40",0
3,12,24,sreject,"40.40",0
3,12,26,sreject,"40.40",0
3,12,28,sreject,"40.40",0
3,12,30,sreject,"40.40",0
3,12,32,sreject,"40.40",0
3,12,34,sreject,"40.40",0
3,12,36,sreject,"40.40",0
3,12,38,sreject,"40.40",0
3,12,40,sreject,"40.40",0
3,14,10,wreject,"40.40",0
3,14,12,sreject,"40.40",0
3,14,14,sreject,"40.40",0
3,14,16,sreject,"40.40",0
3,14,18,sreject,"40.40",0
3,14,20,sreject,"40.40",0
3,14,22,waccept,"40.40",1
3,14,24,sreject,"40.40",0
3,14,26,sreject,"40.40",0
3,14,28,wreject,"40.40",0
3,14,30,sreject,"40.40",0
3,14,32,sreject,"40.40",0
3,14,34,sreject,"40.40",0
3,14,36,sreject,"40.40",0
3,14,38,wreject,"40.40",0
3,14,40,sreject,"40.40",0
3,16,10,sreject,"40.40",0
3,16,12,sreject,"40.40",0
3,16,14,wreject,"40.40",0
3,16,16,wreject,"40.40",0
3,16,18,wreject,"40.40",0
3,16,20,sreject,"40.40",0
3,16,22,sreject,"40.40",0
3,16,24,sreject,"40.40",0
3,16,26,wreject,"40.40",0
3,16,28,sreject,"40.40",0
3,16,30,sreject,"40.40",0
3,16,32,sreject,"40.40",0
3,16,34,sreject,"40.40",0
3,16,36,sreject,"40.40",0
3,16,38,sreject,"40.40",0
3,16,40,sreject,"40.40",0
3,18,10,sreject,"40.40",0
3,18,12,sreject,"40.40",0
3,18,14,sreject,"40.40",0
3,18,16,sreject,"40.40",0
3,18,18,sreject,"40.40",0
3,18,20,wreject,"40.40",0
3,18,22,sreject,"40.40",0
3,18,24,wreject,"40.40",0
3,18,26,sreject,"40.40",0
3,18,28,sreject,"40.40",0
3,18,30,sreject,"40.40",0
3,18,32,wreject,"40.40",0
3,18,34,sreject,"40.40",0
3,18,36,sreject,"40.40",0
3,18,38,sreject,"40.40",0
3,18,40,wreject,"40.40",0
3,20,10,waccept,"40.40",1
3,20,12,sreject,"40.40",0
3,20,14,wreject,"40.40",0
3,20,16,sreject,"40.40",0
3,20,18,wreject,"40.40",0
3,20,20,sreject,"40.40",0
3,20,22,sreject,"40.40",0
3,20,24,waccept,"40.40",1
3,20,26,sreject,"40.40",0
3,20,28,sreject,"40.40",0
3,20,30,sreject,"40.40",0
3,20,32,sreject,"40.40",0
3,20,34,sreject,"40.40",0
3,20,36,sreject,"40.40",0
3,20,38,sreject,"40.40",0
3,20,40,wreject,"40.40",0
3,22,10,sreject,"40.40",0
3,22,12,sreject,"40.40",0
3,22,14,sreject,"40.40",0
3,22,16,sreject,"40.40",0
3,22,18,sreject,"40.40",0
3,22,20,sreject,"40.40",0
3,22,22,sreject,"40.40",0
3,22,24,waccept,"40.40",1
3,22,26,sreject,"40.40",0
3,22,28,sreject,"40.40",0
3,22,30,sreject,"40.40",0
3,22,32,wreject,"40.40",0
3,22,34,waccept,"40.40",1
3,22,36,waccept,"40.40",1
3,22,38,sreject,"40.40",0
3,22,40,sreject,"40.40",0
3,24,10,sreject,"40.40",0
3,24,12,waccept,"40.40",1
3,24,14,waccept,"40.40",1
3,24,16,sreject,"40.40",0
3,24,18,sreject,"40.40",0
3,24,20,sreject,"40.40",0
3,24,22,sreject,"40.40",0
3,24,24,wreject,"40.40",0
3,24,26,sreject,"40.40",0
3,24,28,wreject,"40.40",0
3,24,30,waccept,"40.40",1
3,24,32,sreject,"40.40",0
3,24,34,sreject,"40.40",0
3,24,36,sreject,"40.40",0
3,24,38,sreject,"40.40",0
3,24,40,sreject,"40.40",0
3,26,10,sreject,"40.40",0
3,26,12,sreject,"40.40",0
3,26,14,wreject,"40.40",0
3,26,16,sreject,"40.40",0
3,26,18,wreject,"40.40",0
3,26,20,wreject,"40.40",0
3,26,22,wreject,"40.40",0
3,26,24,wreject,"40.40",0
3,26,26,sreject,"40.40",0
3,26,28,sreject,"40.40",0
3,26,30,sreject,"40.40",0
3,26,32,sreject,"40.40",0
3,26,34,sreject,"40.40",0
3,26,36,wreject,"40.40",0
3,26,38,sreject,"40.40",0
3,26,40,sreject,"40.40",0
3,28,10,sreject,"40.40",0
3,28,12,sreject,"40.40",0
3,28,14,wreject,"40.40",0
3,28,16,sreject,"40.40",0
3,28,18,sreject,"40.40",0
3,28,20,sreject,"40.40",0
3,28,22,sreject,"40.40",0
3,28,24,wreject,"40.40",0
3,28,26,sreject,"40.40",0
3,28,28,sreject,"40.40",0
3,28,30,sreject,"40.40",0
3,28,32,wreject,"40.40",0
3,28,34,sreject,"40.40",0
3,28,36,wreject,"40.40",0
3,28,38,sreject,"40.40",0
3,28,40,sreject,"40.40",0
3,30,10,sreject,"40.40",0
3,30,12,wreject,"40.40",0
3,30,14,sreject,"40.40",0
3,30,16,sreject,"40.40",0
3,30,18,sreject,"40.40",0
3,30,20,sreject,"40.40",0
3,30,22,sreject,"40.40",0
3,30,24,sreject,"40.40",0
3,30,26,waccept,"40.40",1
3,30,28,sreject,"40.40",0
3,30,30,sreject,"40.40",0
3,30,32,sreject,"40.40",0
3,30,34,waccept,"40.40",1
3,30,36,wreject,"40.40",0
3,30,38,sreject,"40.40",0
3,30,40,sreject,"40.40",0
3,32,10,sreject,"40.40",0
3,32,12,sreject,"40.40",0
3,32,14,sreject,"40.40",0
3,32,16,sreject,"40.40",0
3,32,18,sreject,"40.40",0
3,32,20,wreject,"40.40",0
3,32,22,waccept,"40.40",1
3,32,24,sreject,"40.40",0
3,32,26,sreject,"40.40",0
3,32,28,waccept,"40.40",1
3,32,30,sreject,"40.40",0
3,32,32,sreject,"40.40",0
3,32,34,sreject,"40.40",0
3,32,36,sreject,"40.40",0
3,32,38,sreject,"40.40",0
3,32,40,sreject,"40.40",0
3,34,10,sreject,"40.40",0
3,34,12,sreject,"40.40",0
3,34,14,sreject,"40.40",0
3,34,16,sreject,"40.40",0
3,34,18,sreject,"40.40",0
3,34,20,sreject,"40.40",0
3,34,22,wreject,"40.40",0
3,34,24,sreject,"40.40",0
3,34,26,sreject,"40.40",0
3,34,28,sreject,"40.40",0
3,34,30,sreject,"40.40",0
3,34,32,sreject,"40.40",0
3,34,34,sreject,"40.40",0
3,34,36,sreject,"40.40",0
3,34,38,wreject,"40.40",0
3,34,40,sreject,"40.40",0
3,36,10,sreject,"40.40",0
3,36,12,wreject,"40.40",0
3,36,14,wreject,"40.40",0
3,36,16,wreject,"40.40",0
3,36,18,sreject,"40.40",0
3,36,20,wreject,"40.40",0
3,36,22,sreject,"40.40",0
3,36,24,sreject,"40.40",0
3,36,26,sreject,"40.40",0
3,36,28,sreject,"40.40",0
3,36,30,sreject,"40.40",0
3,36,32,waccept,"40.40",1
3,36,34,sreject,"40.40",0
3,36,36,sreject,"40.40",0
3,36,38,sreject,"40.40",0
3,36,40,sreject,"40.40",0
3,38,10,sreject,"40.40",0
3,38,12,wreject,"40.40",0
3,38,14,wreject,"40.40",0
3,38,16,wreject,"40.40",0
3,38,18,sreject,"40.40",0
3,38,20,sreject,"40.40",0
3,38,22,wreject,"40.40",0
3,38,24,sreject,"40.40",0
3,38,26,sreject,"40.40",0
3,38,28,sreject,"40.40",0
3,38,30,waccept,"40.40",1
3,38,32,sreject,"40.40",0
3,38,34,sreject,"40.40",0
3,38,36,sreject,"40.40",0
3,38,38,sreject,"40.40",0
3,38,40,sreject,"40.40",0
3,40,10,sreject,"40.40",0
3,40,12,sreject,"40.40",0
3,40,14,sreject,"40.40",0
3,40,16,waccept,"40.40",1
3,40,18,sreject,"40.40",0
3,40,20,sreject,"40.40",0
3,40,22,sreject,"40.40",0
3,40,24,sreject,"40.40",0
3,40,26,sreject,"40.40",0
3,40,28,sreject,"40.40",0
3,40,30,sreject,"40.40",0
3,40,32,sreject,"40.40",0
3,40,34,wreject,"40.40",0
3,40,36,sreject,"40.40",0
3,40,38,sreject,"40.40",0
3,40,40,wreject,"40.40",0
4,10,5,sreject,"20.40",0
4,10,6,sreject,"20.40",0
4,10,7,sreject,"20.40",0
4,10,8,sreject,"20.40",0
4,10,9,wreject,"20.40",0
4,10,10,wreject,"20.40",0
4,10,11,waccept,"20.40",1
4,10,12,sreject,"20.40",0
4,10,13,waccept,"20.40",1
4,10,14,sreject,"20.40",0
4,10,15,waccept,"20.40",1
4,10,16,waccept,"20.40",1
4,10,17,saccept,"20.40",1
4,10,18,waccept,"20.40",1
4,10,19,waccept,"20.40",1
4,10,20,saccept,"20.40",1
4,12,5,sreject,"20.40",0
4,12,6,sreject,"20.40",0
4,12,7,sreject,"20.40",0
4,12,8,sreject,"20.40",0
4,12,9,wreject,"20.40",0
4,12,10,sreject,"20.40",0
4,12,11,wreject,"20.40",0
4,12,12,wreject,"20.40",0
4,12,13,waccept,"20.40",1
4,12,14,sreject,"20.40",0
4,12,15,sreject,"20.40",0
4,12,16,sreject,"20.40",0
4,12,17,waccept,"20.40",1
4,12,18,saccept,"20.40",1
4,12,19,saccept,"20.40",1
4,12,20,saccept,"20.40",1
4,14,5,sreject,"20.40",0
4,14,6,sreject,"20.40",0
4,14,7,sreject,"20.40",0
4,14,8,sreject,"20.40",0
4,14,9,sreject,"20.40",0
4,14,10,sreject,"20.40",0
4,14,11,wreject,"20.40",0
4,14,12,sreject,"20.40",0
4,14,13,wreject,"20.40",0
4,14,14,wreject,"20.40",0
4,14,15,waccept,"20.40",1
4,14,16,waccept,"20.40",1
4,14,17,waccept,"20.40",1
4,14,18,waccept,"20.40",1
4,14,19,waccept,"20.40",1
4,14,20,waccept,"20.40",1
4,16,5,sreject,"20.40",0
4,16,6,sreject,"20.40",0
4,16,7,sreject,"20.40",0
4,16,8,sreject,"20.40",0
4,16,9,sreject,"20.40",0
